     t       Z(km)       H(km)        T(K)   P_air(pa) rho(kg/m^3)     Cs(m/s)          Ma
  0.70        0.01        0.01      288.09    0.10E+06    0.12E+01      340.26        0.24
  0.71        0.01        0.01      288.08    0.10E+06    0.12E+01      340.25        0.24
  0.72        0.01        0.01      288.08    0.10E+06    0.12E+01      340.25        0.25
  0.73        0.01        0.01      288.08    0.10E+06    0.12E+01      340.25        0.25
  0.74        0.01        0.01      288.08    0.10E+06    0.12E+01      340.25        0.25
  0.75        0.01        0.01      288.08    0.10E+06    0.12E+01      340.25        0.26
  0.76        0.01        0.01      288.07    0.10E+06    0.12E+01      340.25        0.26
  0.77        0.01        0.01      288.07    0.10E+06    0.12E+01      340.25        0.27
  0.78        0.01        0.01      288.07    0.10E+06    0.12E+01      340.25        0.27
  0.79        0.01        0.01      288.07    0.10E+06    0.12E+01      340.25        0.27
  0.80        0.01        0.01      288.07    0.10E+06    0.12E+01      340.24        0.28
  0.81        0.01        0.01      288.06    0.10E+06    0.12E+01      340.24        0.28
  0.82        0.01        0.01      288.06    0.10E+06    0.12E+01      340.24        0.29
  0.83        0.01        0.01      288.06    0.10E+06    0.12E+01      340.24        0.29
  0.84        0.01        0.01      288.06    0.10E+06    0.12E+01      340.24        0.30
  0.85        0.01        0.01      288.05    0.10E+06    0.12E+01      340.24        0.30
  0.86        0.02        0.02      288.05    0.10E+06    0.12E+01      340.24        0.30
  0.87        0.02        0.02      288.05    0.10E+06    0.12E+01      340.23        0.31
  0.88        0.02        0.02      288.05    0.10E+06    0.12E+01      340.23        0.31
  0.89        0.02        0.02      288.05    0.10E+06    0.12E+01      340.23        0.32
  0.90        0.02        0.02      288.04    0.10E+06    0.12E+01      340.23        0.32
  0.91        0.02        0.02      288.04    0.10E+06    0.12E+01      340.23        0.33
  0.92        0.02        0.02      288.04    0.10E+06    0.12E+01      340.23        0.33
  0.93        0.02        0.02      288.04    0.10E+06    0.12E+01      340.23        0.34
  0.94        0.02        0.02      288.03    0.10E+06    0.12E+01      340.22        0.34
  0.95        0.02        0.02      288.03    0.10E+06    0.12E+01      340.22        0.34
  0.96        0.02        0.02      288.03    0.10E+06    0.12E+01      340.22        0.35
  0.97        0.02        0.02      288.03    0.10E+06    0.12E+01      340.22        0.35
  0.98        0.02        0.02      288.02    0.10E+06    0.12E+01      340.22        0.36
  0.99        0.02        0.02      288.02    0.10E+06    0.12E+01      340.22        0.36
  1.00        0.02        0.02      288.02    0.10E+06    0.12E+01      340.22        0.37
  1.01        0.02        0.02      288.01    0.10E+06    0.12E+01      340.21        0.37
  1.02        0.02        0.02      288.01    0.10E+06    0.12E+01      340.21        0.38
  1.03        0.02        0.02      288.01    0.10E+06    0.12E+01      340.21        0.38
  1.04        0.02        0.02      288.01    0.10E+06    0.12E+01      340.21        0.39
  1.05        0.02        0.02      288.00    0.10E+06    0.12E+01      340.21        0.39
  1.06        0.02        0.02      288.00    0.10E+06    0.12E+01      340.21        0.40
  1.07        0.02        0.02      288.00    0.10E+06    0.12E+01      340.20        0.40
  1.08        0.02        0.02      287.99    0.10E+06    0.12E+01      340.20        0.40
  1.09        0.02        0.02      287.99    0.10E+06    0.12E+01      340.20        0.41
  1.10        0.02        0.02      287.99    0.10E+06    0.12E+01      340.20        0.41
  1.11        0.03        0.03      287.99    0.10E+06    0.12E+01      340.20        0.42
  1.12        0.03        0.03      287.98    0.10E+06    0.12E+01      340.20        0.42
  1.13        0.03        0.03      287.98    0.10E+06    0.12E+01      340.19        0.43
  1.14        0.03        0.03      287.98    0.10E+06    0.12E+01      340.19        0.43
  1.15        0.03        0.03      287.97    0.10E+06    0.12E+01      340.19        0.44
  1.16        0.03        0.03      287.97    0.10E+06    0.12E+01      340.19        0.44
  1.17        0.03        0.03      287.97    0.10E+06    0.12E+01      340.19        0.45
  1.18        0.03        0.03      287.96    0.10E+06    0.12E+01      340.18        0.45
  1.19        0.03        0.03      287.96    0.10E+06    0.12E+01      340.18        0.46
  1.20        0.03        0.03      287.96    0.10E+06    0.12E+01      340.18        0.46
  1.21        0.03        0.03      287.95    0.10E+06    0.12E+01      340.18        0.47
  1.22        0.03        0.03      287.95    0.10E+06    0.12E+01      340.18        0.47
  1.23        0.03        0.03      287.95    0.10E+06    0.12E+01      340.17        0.48
  1.24        0.03        0.03      287.94    0.10E+06    0.12E+01      340.17        0.48
  1.25        0.03        0.03      287.94    0.10E+06    0.12E+01      340.17        0.49
  1.26        0.03        0.03      287.94    0.10E+06    0.12E+01      340.17        0.49
  1.27        0.03        0.03      287.93    0.10E+06    0.12E+01      340.17        0.50
  1.28        0.03        0.03      287.93    0.10E+06    0.12E+01      340.16        0.50
  1.29        0.03        0.03      287.93    0.10E+06    0.12E+01      340.16        0.51
  1.30        0.03        0.03      287.92    0.10E+06    0.12E+01      340.16        0.51
  1.31        0.04        0.04      287.92    0.10E+06    0.12E+01      340.16        0.52
  1.32        0.04        0.04      287.92    0.10E+06    0.12E+01      340.16        0.52
  1.33        0.04        0.04      287.91    0.10E+06    0.12E+01      340.15        0.53
  1.34        0.04        0.04      287.91    0.10E+06    0.12E+01      340.15        0.53
  1.35        0.04        0.04      287.91    0.10E+06    0.12E+01      340.15        0.53
  1.36        0.04        0.04      287.90    0.10E+06    0.12E+01      340.15        0.54
  1.37        0.04        0.04      287.90    0.10E+06    0.12E+01      340.15        0.54
  1.38        0.04        0.04      287.89    0.10E+06    0.12E+01      340.14        0.55
  1.39        0.04        0.04      287.89    0.10E+06    0.12E+01      340.14        0.55
  1.40        0.04        0.04      287.89    0.10E+06    0.12E+01      340.14        0.56
  1.41        0.04        0.04      287.88    0.10E+06    0.12E+01      340.14        0.56
  1.42        0.04        0.04      287.88    0.10E+06    0.12E+01      340.13        0.57
  1.43        0.04        0.04      287.88    0.10E+06    0.12E+01      340.13        0.57
  1.44        0.04        0.04      287.87    0.10E+06    0.12E+01      340.13        0.58
  1.45        0.04        0.04      287.87    0.10E+06    0.12E+01      340.13        0.58
  1.46        0.04        0.04      287.86    0.10E+06    0.12E+01      340.13        0.59
  1.47        0.04        0.04      287.86    0.10E+06    0.12E+01      340.12        0.59
  1.48        0.05        0.05      287.86    0.10E+06    0.12E+01      340.12        0.60
  1.49        0.05        0.05      287.85    0.10E+06    0.12E+01      340.12        0.60
  1.50        0.05        0.05      287.85    0.10E+06    0.12E+01      340.12        0.61
  1.51        0.05        0.05      287.84    0.10E+06    0.12E+01      340.11        0.61
  1.52        0.05        0.05      287.84    0.10E+06    0.12E+01      340.11        0.62
  1.53        0.05        0.05      287.84    0.10E+06    0.12E+01      340.11        0.63
  1.54        0.05        0.05      287.83    0.10E+06    0.12E+01      340.11        0.63
  1.55        0.05        0.05      287.83    0.10E+06    0.12E+01      340.10        0.64
  1.56        0.05        0.05      287.82    0.10E+06    0.12E+01      340.10        0.64
  1.57        0.05        0.05      287.82    0.10E+06    0.12E+01      340.10        0.65
  1.58        0.05        0.05      287.82    0.10E+06    0.12E+01      340.10        0.65
  1.59        0.05        0.05      287.81    0.10E+06    0.12E+01      340.09        0.66
  1.60        0.05        0.05      287.81    0.10E+06    0.12E+01      340.09        0.66
  1.61        0.05        0.05      287.80    0.10E+06    0.12E+01      340.09        0.67
  1.62        0.05        0.05      287.80    0.10E+06    0.12E+01      340.09        0.67
  1.63        0.05        0.05      287.79    0.10E+06    0.12E+01      340.08        0.68
  1.64        0.06        0.06      287.79    0.10E+06    0.12E+01      340.08        0.68
  1.65        0.06        0.06      287.79    0.10E+06    0.12E+01      340.08        0.69
  1.66        0.06        0.06      287.78    0.10E+06    0.12E+01      340.08        0.69
  1.67        0.06        0.06      287.78    0.10E+06    0.12E+01      340.07        0.70
  1.68        0.06        0.06      287.77    0.10E+06    0.12E+01      340.07        0.70
  1.69        0.06        0.06      287.77    0.10E+06    0.12E+01      340.07        0.71
  1.70        0.06        0.06      287.76    0.10E+06    0.12E+01      340.07        0.71
  1.71        0.06        0.06      287.76    0.10E+06    0.12E+01      340.06        0.72
  1.72        0.06        0.06      287.75    0.10E+06    0.12E+01      340.06        0.72
  1.73        0.06        0.06      287.75    0.10E+06    0.12E+01      340.06        0.73
  1.74        0.06        0.06      287.75    0.10E+06    0.12E+01      340.05        0.73
  1.75        0.06        0.06      287.74    0.10E+06    0.12E+01      340.05        0.74
  1.76        0.06        0.06      287.74    0.10E+06    0.12E+01      340.05        0.74
  1.77        0.06        0.06      287.73    0.10E+06    0.12E+01      340.05        0.75
  1.78        0.07        0.07      287.73    0.10E+06    0.12E+01      340.04        0.75
  1.79        0.07        0.07      287.72    0.10E+06    0.12E+01      340.04        0.76
  1.80        0.07        0.07      287.72    0.10E+06    0.12E+01      340.04        0.77
  1.81        0.07        0.07      287.71    0.10E+06    0.12E+01      340.04        0.77
  1.82        0.07        0.07      287.71    0.10E+06    0.12E+01      340.03        0.78
  1.83        0.07        0.07      287.70    0.10E+06    0.12E+01      340.03        0.78
  1.84        0.07        0.07      287.70    0.10E+06    0.12E+01      340.03        0.79
  1.85        0.07        0.07      287.69    0.10E+06    0.12E+01      340.02        0.79
  1.86        0.07        0.07      287.69    0.10E+06    0.12E+01      340.02        0.80
  1.87        0.07        0.07      287.68    0.10E+06    0.12E+01      340.02        0.80
  1.88        0.07        0.07      287.68    0.10E+06    0.12E+01      340.01        0.81
  1.89        0.07        0.07      287.67    0.10E+06    0.12E+01      340.01        0.81
  1.90        0.07        0.07      287.67    0.10E+06    0.12E+01      340.01        0.82
  1.91        0.08        0.08      287.66    0.10E+06    0.12E+01      340.01        0.82
  1.92        0.08        0.08      287.66    0.10E+06    0.12E+01      340.00        0.83
  1.93        0.08        0.08      287.65    0.10E+06    0.12E+01      340.00        0.83
  1.94        0.08        0.08      287.65    0.10E+06    0.12E+01      340.00        0.84
  1.95        0.08        0.08      287.64    0.10E+06    0.12E+01      339.99        0.85
  1.96        0.08        0.08      287.64    0.10E+06    0.12E+01      339.99        0.85
  1.97        0.08        0.08      287.63    0.10E+06    0.12E+01      339.99        0.86
  1.98        0.08        0.08      287.62    0.10E+06    0.12E+01      339.98        0.86
  1.99        0.08        0.08      287.62    0.10E+06    0.12E+01      339.98        0.87
  2.00        0.08        0.08      287.61    0.10E+06    0.12E+01      339.98        0.87
  2.01        0.08        0.08      287.61    0.10E+06    0.12E+01      339.97        0.88
  2.02        0.08        0.08      287.60    0.10E+06    0.12E+01      339.97        0.88
  2.03        0.09        0.09      287.60    0.10E+06    0.12E+01      339.97        0.89
  2.04        0.09        0.09      287.59    0.10E+06    0.12E+01      339.96        0.89
  2.05        0.09        0.09      287.59    0.10E+06    0.12E+01      339.96        0.90
  2.06        0.09        0.09      287.58    0.10E+06    0.12E+01      339.96        0.91
  2.07        0.09        0.09      287.58    0.10E+06    0.12E+01      339.95        0.91
  2.08        0.09        0.09      287.57    0.10E+06    0.12E+01      339.95        0.92
  2.09        0.09        0.09      287.56    0.10E+06    0.12E+01      339.95        0.92
  2.10        0.09        0.09      287.56    0.10E+06    0.12E+01      339.94        0.93
  2.11        0.09        0.09      287.55    0.10E+06    0.12E+01      339.94        0.93
  2.12        0.09        0.09      287.55    0.10E+06    0.12E+01      339.94        0.94
  2.13        0.09        0.09      287.54    0.10E+06    0.12E+01      339.93        0.94
  2.14        0.09        0.09      287.54    0.10E+06    0.12E+01      339.93        0.95
  2.15        0.10        0.10      287.53    0.10E+06    0.12E+01      339.93        0.96
  2.16        0.10        0.10      287.52    0.10E+06    0.12E+01      339.92        0.96
  2.17        0.10        0.10      287.52    0.10E+06    0.12E+01      339.92        0.97
  2.18        0.10        0.10      287.51    0.10E+06    0.12E+01      339.92        0.97
  2.19        0.10        0.10      287.51    0.10E+06    0.12E+01      339.91        0.98
  2.20        0.10        0.10      287.50    0.10E+06    0.12E+01      339.91        0.98
  2.21        0.10        0.10      287.49    0.10E+06    0.12E+01      339.91        0.99
  2.22        0.10        0.10      287.49    0.10E+06    0.12E+01      339.90        0.99
  2.23        0.10        0.10      287.48    0.10E+06    0.12E+01      339.90        1.00
  2.24        0.10        0.10      287.48    0.10E+06    0.12E+01      339.90        1.01
  2.25        0.10        0.10      287.47    0.10E+06    0.12E+01      339.89        1.01
  2.26        0.11        0.11      287.46    0.10E+06    0.12E+01      339.89        1.02
  2.27        0.11        0.11      287.46    0.10E+06    0.12E+01      339.88        1.02
  2.28        0.11        0.11      287.45    0.10E+06    0.12E+01      339.88        1.03
  2.29        0.11        0.11      287.45    0.10E+06    0.12E+01      339.88        1.03
  2.30        0.11        0.11      287.44    0.10E+06    0.12E+01      339.87        1.04
  2.31        0.11        0.11      287.43    0.10E+06    0.12E+01      339.87        1.05
  2.32        0.11        0.11      287.43    0.10E+06    0.12E+01      339.87        1.05
  2.33        0.11        0.11      287.42    0.10E+06    0.12E+01      339.86        1.06
  2.34        0.11        0.11      287.41    0.10E+06    0.12E+01      339.86        1.06
  2.35        0.11        0.11      287.41    0.10E+06    0.12E+01      339.86        1.07
  2.36        0.12        0.12      287.40    0.10E+06    0.12E+01      339.85        1.07
  2.37        0.12        0.12      287.39    0.10E+06    0.12E+01      339.85        1.08
  2.38        0.12        0.12      287.39    0.10E+06    0.12E+01      339.84        1.09
  2.39        0.12        0.12      287.38    0.10E+06    0.12E+01      339.84        1.09
  2.40        0.12        0.12      287.38    0.10E+06    0.12E+01      339.84        1.10
  2.41        0.12        0.12      287.37    0.10E+06    0.12E+01      339.83        1.10
  2.42        0.12        0.12      287.36    0.10E+06    0.12E+01      339.83        1.11
  2.43        0.12        0.12      287.36    0.10E+06    0.12E+01      339.82        1.11
  2.44        0.12        0.12      287.35    0.10E+06    0.12E+01      339.82        1.12
  2.45        0.12        0.12      287.34    0.10E+06    0.12E+01      339.82        1.13
  2.46        0.13        0.13      287.34    0.10E+06    0.12E+01      339.81        1.13
  2.47        0.13        0.13      287.33    0.10E+06    0.12E+01      339.81        1.14
  2.48        0.13        0.13      287.32    0.10E+06    0.12E+01      339.80        1.14
  2.49        0.13        0.13      287.32    0.10E+06    0.12E+01      339.80        1.15
  2.50        0.13        0.13      287.31    0.10E+06    0.12E+01      339.80        1.16
  2.51        0.13        0.13      287.30    0.10E+06    0.12E+01      339.79        1.16
  2.52        0.13        0.13      287.29    0.10E+06    0.12E+01      339.79        1.17
  2.53        0.13        0.13      287.29    0.10E+06    0.12E+01      339.78        1.17
  2.54        0.13        0.13      287.28    0.10E+06    0.12E+01      339.78        1.18
  2.55        0.13        0.13      287.27    0.10E+06    0.12E+01      339.78        1.18
  2.56        0.14        0.14      287.27    0.10E+06    0.12E+01      339.77        1.19
  2.57        0.14        0.14      287.26    0.10E+06    0.12E+01      339.77        1.20
  2.58        0.14        0.14      287.25    0.10E+06    0.12E+01      339.76        1.20
  2.59        0.14        0.14      287.25    0.10E+06    0.12E+01      339.76        1.21
  2.60        0.14        0.14      287.24    0.10E+06    0.12E+01      339.76        1.21
  2.61        0.14        0.14      287.23    0.10E+06    0.12E+01      339.75        1.22
  2.62        0.14        0.14      287.22    0.10E+06    0.12E+01      339.75        1.23
  2.63        0.14        0.14      287.22    0.10E+06    0.12E+01      339.74        1.23
  2.64        0.14        0.14      287.21    0.10E+06    0.12E+01      339.74        1.24
  2.65        0.15        0.15      287.20    0.10E+06    0.12E+01      339.73        1.24
  2.66        0.15        0.15      287.20    0.10E+06    0.12E+01      339.73        1.25
  2.67        0.15        0.15      287.19    0.10E+06    0.12E+01      339.73        1.26
  2.68        0.15        0.15      287.18    0.10E+06    0.12E+01      339.72        1.26
  2.69        0.15        0.15      287.17    0.10E+06    0.12E+01      339.72        1.27
  2.70        0.15        0.15      287.17    0.10E+06    0.12E+01      339.71        1.27
  2.71        0.15        0.15      287.16    0.10E+06    0.12E+01      339.71        1.28
  2.72        0.15        0.15      287.15    0.99E+05    0.12E+01      339.70        1.29
  2.73        0.15        0.15      287.14    0.99E+05    0.12E+01      339.70        1.29
  2.74        0.16        0.16      287.14    0.99E+05    0.12E+01      339.70        1.30
  2.75        0.16        0.16      287.13    0.99E+05    0.12E+01      339.69        1.30
  2.76        0.16        0.16      287.12    0.99E+05    0.12E+01      339.69        1.31
  2.77        0.16        0.16      287.11    0.99E+05    0.12E+01      339.68        1.32
  2.78        0.16        0.16      287.11    0.99E+05    0.12E+01      339.68        1.32
  2.79        0.16        0.16      287.10    0.99E+05    0.12E+01      339.67        1.33
  2.80        0.16        0.16      287.09    0.99E+05    0.12E+01      339.67        1.33
  2.81        0.16        0.16      287.08    0.99E+05    0.12E+01      339.66        1.34
  2.82        0.17        0.17      287.08    0.99E+05    0.12E+01      339.66        1.35
  2.83        0.17        0.17      287.07    0.99E+05    0.12E+01      339.65        1.35
  2.84        0.17        0.17      287.06    0.99E+05    0.12E+01      339.65        1.36
  2.85        0.17        0.17      287.05    0.99E+05    0.12E+01      339.65        1.36
  2.86        0.17        0.17      287.04    0.99E+05    0.12E+01      339.64        1.37
  2.87        0.17        0.17      287.04    0.99E+05    0.12E+01      339.64        1.38
  2.88        0.17        0.17      287.03    0.99E+05    0.12E+01      339.63        1.38
  2.89        0.17        0.17      287.02    0.99E+05    0.12E+01      339.63        1.39
  2.90        0.17        0.17      287.01    0.99E+05    0.12E+01      339.62        1.39
  2.91        0.18        0.18      287.00    0.99E+05    0.12E+01      339.62        1.40
  2.92        0.18        0.18      287.00    0.99E+05    0.12E+01      339.61        1.41
  2.93        0.18        0.18      286.99    0.99E+05    0.12E+01      339.61        1.41
  2.94        0.18        0.18      286.98    0.99E+05    0.12E+01      339.60        1.42
  2.95        0.18        0.18      286.97    0.99E+05    0.12E+01      339.60        1.43
  2.96        0.18        0.18      286.96    0.99E+05    0.12E+01      339.59        1.43
  2.97        0.18        0.18      286.96    0.99E+05    0.12E+01      339.59        1.44
  2.98        0.18        0.18      286.95    0.99E+05    0.12E+01      339.58        1.44
  2.99        0.19        0.19      286.94    0.99E+05    0.12E+01      339.58        1.45
  3.00        0.19        0.19      286.93    0.99E+05    0.12E+01      339.57        1.46
  3.01        0.19        0.19      286.92    0.99E+05    0.12E+01      339.57        1.46
  3.02        0.19        0.19      286.92    0.99E+05    0.12E+01      339.56        1.47
  3.03        0.19        0.19      286.91    0.99E+05    0.12E+01      339.56        1.48
  3.04        0.19        0.19      286.90    0.99E+05    0.12E+01      339.55        1.48
  3.05        0.19        0.19      286.89    0.99E+05    0.12E+01      339.55        1.49
  3.06        0.20        0.20      286.88    0.99E+05    0.12E+01      339.54        1.49
  3.07        0.20        0.20      286.87    0.99E+05    0.12E+01      339.54        1.50
  3.08        0.20        0.20      286.86    0.99E+05    0.12E+01      339.53        1.51
  3.09        0.20        0.20      286.86    0.99E+05    0.12E+01      339.53        1.51
  3.10        0.20        0.20      286.85    0.99E+05    0.12E+01      339.52        1.52
  3.11        0.20        0.20      286.84    0.99E+05    0.12E+01      339.52        1.53
  3.12        0.20        0.20      286.83    0.99E+05    0.12E+01      339.51        1.53
  3.13        0.20        0.20      286.82    0.99E+05    0.12E+01      339.51        1.54
  3.14        0.21        0.21      286.81    0.99E+05    0.12E+01      339.50        1.54
  3.15        0.21        0.21      286.80    0.99E+05    0.12E+01      339.50        1.55
  3.16        0.21        0.21      286.80    0.99E+05    0.12E+01      339.49        1.55
  3.17        0.21        0.21      286.79    0.99E+05    0.12E+01      339.49        1.56
  3.18        0.21        0.21      286.78    0.99E+05    0.12E+01      339.48        1.57
  3.19        0.21        0.21      286.77    0.99E+05    0.12E+01      339.48        1.57
  3.20        0.21        0.21      286.76    0.99E+05    0.12E+01      339.47        1.58
  3.21        0.22        0.22      286.75    0.99E+05    0.12E+01      339.47        1.58
  3.22        0.22        0.22      286.74    0.99E+05    0.12E+01      339.46        1.59
  3.23        0.22        0.22      286.73    0.99E+05    0.12E+01      339.46        1.60
  3.24        0.22        0.22      286.73    0.99E+05    0.12E+01      339.45        1.60
  3.25        0.22        0.22      286.72    0.99E+05    0.12E+01      339.45        1.61
  3.26        0.22        0.22      286.71    0.99E+05    0.12E+01      339.44        1.61
  3.27        0.22        0.22      286.70    0.99E+05    0.12E+01      339.44        1.62
  3.28        0.22        0.22      286.69    0.99E+05    0.12E+01      339.43        1.62
  3.29        0.23        0.23      286.68    0.99E+05    0.12E+01      339.43        1.63
  3.30        0.23        0.23      286.67    0.99E+05    0.12E+01      339.42        1.63
  3.31        0.23        0.23      286.66    0.99E+05    0.12E+01      339.41        1.64
  3.32        0.23        0.23      286.65    0.99E+05    0.12E+01      339.41        1.65
  3.33        0.23        0.23      286.64    0.99E+05    0.12E+01      339.40        1.65
  3.34        0.23        0.23      286.63    0.99E+05    0.12E+01      339.40        1.66
  3.35        0.23        0.23      286.63    0.99E+05    0.12E+01      339.39        1.66
  3.36        0.24        0.24      286.62    0.99E+05    0.12E+01      339.39        1.67
  3.37        0.24        0.24      286.61    0.99E+05    0.12E+01      339.38        1.67
  3.38        0.24        0.24      286.60    0.98E+05    0.12E+01      339.38        1.68
  3.39        0.24        0.24      286.59    0.98E+05    0.12E+01      339.37        1.68
  3.40        0.24        0.24      286.58    0.98E+05    0.12E+01      339.37        1.69
  3.41        0.24        0.24      286.57    0.98E+05    0.12E+01      339.36        1.69
  3.42        0.24        0.24      286.56    0.98E+05    0.12E+01      339.35        1.70
  3.43        0.25        0.25      286.55    0.98E+05    0.12E+01      339.35        1.70
  3.44        0.25        0.25      286.54    0.98E+05    0.12E+01      339.34        1.71
  3.45        0.25        0.25      286.53    0.98E+05    0.12E+01      339.34        1.71
  3.46        0.25        0.25      286.52    0.98E+05    0.12E+01      339.33        1.72
  3.47        0.25        0.25      286.51    0.98E+05    0.12E+01      339.33        1.72
  3.48        0.25        0.25      286.50    0.98E+05    0.12E+01      339.32        1.73
  3.49        0.25        0.25      286.49    0.98E+05    0.12E+01      339.32        1.73
  3.50        0.26        0.26      286.49    0.98E+05    0.12E+01      339.31        1.74
  3.51        0.26        0.26      286.48    0.98E+05    0.12E+01      339.30        1.74
  3.52        0.26        0.26      286.47    0.98E+05    0.12E+01      339.30        1.75
  3.53        0.26        0.26      286.46    0.98E+05    0.12E+01      339.29        1.75
  3.54        0.26        0.26      286.45    0.98E+05    0.12E+01      339.29        1.76
  3.55        0.26        0.26      286.44    0.98E+05    0.12E+01      339.28        1.76
